scene_name,scene_avg_p,scene_avg_a,scene_avg_d,scene_avg_blur,scene_avg_optical_flow,scene_movie,paths
cars_322,77.76269915093316,52.31543556043837,95.35038970269098,631.6508550643457,0.011313037015497684,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-22-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-22-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-22-2.jpg']"
cars_323,58.754837700737845,46.81458902994791,72.85347960069444,535.8712760439005,,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-23-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-23-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-23-2.jpg']"
cars_324,92.7320168592665,28.879710055881077,109.98085487196181,1323.3377078138403,0.03420155122876167,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-24-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-24-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-24-2.jpg']"
cars_325,98.8631003689236,5.360200113932289,114.42575705295138,1105.7066365492822,0.06290064007043839,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-25-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-25-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-25-2.jpg']"
cars_326,107.90367686631943,-7.23677267795139,123.43473741319445,1574.5037027764881,0.028967415913939476,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-26-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-26-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-26-2.jpg']"
cars_327,69.57225455729166,40.477315972222215,84.60410590277779,1548.6549421869033,0.0016007281374186277,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-27-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-27-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-27-2.jpg']"
cars_328,79.9801951768663,31.205241048177083,95.5570412326389,472.18758016366456,0.025134557858109474,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-28-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-28-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-28-2.jpg']"
cars_329,72.03550056966145,21.114894531250002,85.28798893229168,364.5280277750656,0.003239743411540985,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-29-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-29-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-29-2.jpg']"
cars_33,119.47858970811632,6.779353759765624,138.31996343315973,766.5151225485275,0.03612890839576721,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-3-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-3-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-3-2.jpg']"
cars_34,96.1604983859592,9.313840562608505,111.75348518880209,1397.6268503925478,0.05308368057012558,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-4-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-4-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-4-2.jpg']"
cars_35,92.19328481716578,-11.89348965115017,104.82832991536458,895.8904977661768,0.23263871669769287,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-5-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-5-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-5-2.jpg']"
