scene_name,scene_avg_p,scene_avg_a,scene_avg_d,scene_avg_blur,scene_avg_optical_flow,scene_movie,paths,predict
cars_316,73.45808017306858,60.78696653917101,91.33576839192708,1234.544044597558,0.04696229845285416,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-16-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-16-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-16-2.jpg']",sad
cars_317,91.6354362250434,5.742469428168402,106.14639268663194,5255.479130459829,0.15725019574165344,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-17-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-17-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-17-2.jpg']",sad
cars_318,90.23285373263887,16.16243351236979,105.68972797309029,1056.2515657204547,0.1159859299659729,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-18-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-18-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-18-2.jpg']",sad
cars_319,89.84027376302082,-7.867011366102432,102.56666981336805,346.55792498507867,0.0013364885235205293,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-19-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-19-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-19-2.jpg']",sad
cars_32,159.93117065429684,-11.788378282335069,182.8327019314236,489.0379226277676,0.0,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-2-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-2-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-2-2.jpg']",joy
cars_320,89.03276630316842,30.53168370225694,105.9052055121528,3379.513324133002,0.1409546285867691,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-20-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-20-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-20-2.jpg']",sad
cars_321,83.99647591145833,48.398899305555545,102.09254340277779,986.4867292517813,0.08106046915054321,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-21-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-21-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-21-2.jpg']",sad
cars_322,77.76269915093316,52.31543556043837,95.35038970269099,631.6508550643458,0.011313037015497684,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-22-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-22-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-22-2.jpg']",sad
cars_323,58.754837700737845,46.81458902994791,72.85347960069444,535.8712760439005,,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-23-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-23-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-23-2.jpg']",sad
cars_324,92.7320168592665,28.879710055881077,109.98085487196181,1323.3377078138406,0.034201551228761666,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-24-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-24-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-24-2.jpg']",sad
cars_325,98.86310036892358,5.360200113932289,114.42575705295137,1105.7066365492822,0.06290064007043839,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-25-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-25-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-25-2.jpg']",sad
cars_326,107.90367686631944,-7.2367726779513895,123.43473741319444,1574.5037027764881,0.028967415913939483,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-26-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-26-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-26-2.jpg']",sad
cars_327,69.57225455729166,40.47731597222222,84.60410590277779,1548.6549421869033,0.0016007281374186275,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-27-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-27-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-27-2.jpg']",sad
cars_328,79.98019517686629,31.205241048177086,95.55704123263891,472.18758016366456,0.025134557858109474,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-28-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-28-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-28-2.jpg']",sad
cars_329,72.03550056966145,21.11489453125,85.28798893229168,364.5280277750656,0.003239743411540985,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-29-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-29-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-29-2.jpg']",sad
cars_33,119.47858970811632,6.779353759765624,138.3199634331597,766.5151225485275,0.03612890839576721,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-3-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-3-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-3-2.jpg']",joy
cars_34,96.1604983859592,9.313840562608505,111.75348518880207,1397.6268503925476,0.05308368057012558,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-4-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-4-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-4-2.jpg']",sad
cars_35,92.19328481716578,-11.893489651150169,104.82832991536458,895.8904977661767,0.2326387166976929,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-5-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-5-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-5-2.jpg']",sad
cars_36,100.69550885687931,-11.74831340874566,114.6338384874132,544.0122662709031,0.1550578773021698,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-6-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-6-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-6-2.jpg']",sad
cars_37,110.54281500922308,20.110213663736968,129.51322759331595,1093.5031188313346,0.05154345184564591,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-7-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-7-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-7-2.jpg']",sad
cars_38,136.65316170247394,-1.0498525933159708,157.22431206597219,1398.2056873277688,0.010225080884993076,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-8-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-8-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-8-2.jpg']",joy
cars_39,80.48243343098956,42.73111946614583,97.41649739583332,781.7186377405479,4.1192920434696126e-06,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-9-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-9-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-9-2.jpg']",sad
incredible_20,145.15625956217448,111.68814082845051,179.54632861328128,222.0956381724352,0.005998888518661261,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-0-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-0-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-0-2.jpg']",joy
incredible_21,139.61459170193143,12.502024373372397,162.140460015191,631.3351629104719,0.3098090589046478,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-1-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-1-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-1-2.jpg']",joy
incredible_210,93.43415805392796,126.58783898925779,121.6502545030382,255.1699825877288,2.7870633857673962e-05,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-10-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-10-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-10-2.jpg']",sad
incredible_211,74.81209914822047,7.326739773220482,86.95228266059028,532.1443142741118,0.18358252942562106,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-11-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-11-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-11-2.jpg']",sad
incredible_212,51.172667860243045,8.347493923611111,59.8475546875,311.5092078865684,0.013611191883683205,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-12-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-12-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-12-2.jpg']",fear
incredible_213,43.707521199544274,28.382006930881072,53.47924376085071,168.77842465340544,7.840317266527562e-06,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-13-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-13-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-13-2.jpg']",fear
incredible_214,77.97746081542967,-6.2988705376519105,89.0822620985243,290.32097657360043,0.0013362609315663574,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-14-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-14-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-14-2.jpg']",sad
incredible_215,56.80656089952257,12.51407950846354,66.79750575086804,330.5109146820905,0.0002976461546495557,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-15-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-15-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-15-2.jpg']",sad
incredible_216,66.76153548177082,35.44866650390625,80.80890299479167,178.0405509249909,0.0009136758744716644,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-16-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-16-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-16-2.jpg']",sad
incredible_217,71.01391453721787,-2.441785522460936,81.49325103081598,627.8808698802263,0.001404085080139339,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-17-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-17-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-17-2.jpg']",sad
incredible_218,49.096985704210084,75.89391794162327,64.96590722656249,185.7555424299769,0.05408919975161552,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-18-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-18-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-18-2.jpg']",sad
incredible_219,58.71869596354167,23.341097873263887,70.20261892361111,119.30465851072177,0.0006547601660713552,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-19-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-19-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-19-2.jpg']",sad
incredible_22,90.1598446044922,-7.967577379014755,102.92344167751736,450.954471183153,0.0062139732763171205,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-2-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-2-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-2-2.jpg']",sad
incredible_220,64.26739210340712,59.54375370279949,80.61551491970485,305.7849813319424,0.002567885210737586,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-20-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-20-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-20-2.jpg']",sad
incredible_221,39.72296408420139,44.45551608615451,50.67815288628472,158.07351602182285,,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-21-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-21-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-21-2.jpg']",fear
